CandidateSLEOP_ID,CandidateSLEOP_UUID,FullName,FirstName,MiddleName,SurName,PoliticalParty,District,"City Council",Locality,Constituency,Ward,"Election Type","Election Year",Profile,CandidatePhoto
5357,247a9694-f394-4cd8-92c0-8a40e4fdbad0,"Sheku B. B. Dumbuya",Sheku,"B. B.",Dumbuya,APC,"Western Urban",,,"Constituency 100",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5396,23ba121f-ceb3-4450-8477-8216d5d2178d,"Mohamed Yankay Bangura",Mohamed,Yankay,Bangura,APC,Bombali,,,,"Ward 118","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5449,1154bf18-3208-4877-b2e6-71708f483111,"PC Alhaji Bai Shebora Yek 2",Alhaji,"PC Bai","Shebora Yek",IND,Kambia,,,,,PCMP,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5512,771ed6a9-34d5-40c6-b95b-89faa8e5876c,"Salieu Mans Turay",Salieu,Mans,Turay,SLPP,"Western Urban",,,"Constituency 102",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5743,b14a6da7-a369-4aca-87dc-5728061a6519,"Peace and Liberation Party",Peace,,"Liberation Party",PLP,,,,,,"MP - Proportional Representation","2023, 2002",,/sites/default/files/party-logos/PLP.png
5809,465d444f-e5a1-4434-97b2-5a29fd9744f9,"Alusine Sesay",Alusine,,Sesay,PDP,"Western Urban",,,"Constituency 104",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5847,79b3682c-5add-422f-bb0c-6dcb098052d6,"Zainab Bangura",Zainab,,Bangura,PDP,"Western Urban",,,"Constituency 106",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-1.png
5879,3add62d3-fd9f-47cf-b210-f52e237fda3b,"Chernor Ramadan Maju Bah",Chernor,"Ramadan Maju",Bah,APC,"Western Urban",,,"Constituency 110",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
5936,5494f1a1-490a-4f0b-a042-6b9439cee39a,"Christiana Bonga",Christiana,,Bonga,PMDC,"Western Urban",,,"Constituency 112",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-1.png
6020,4ea0e41e-c315-4b16-b789-b2399ba496a4,"Juma Turay",Juma,,Turay,CDP,Bo,,,"Constituency 79",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6147,4011c68e-8a0f-4f0e-b338-ff231adc82e5,"PC kanagbaro Sankan",Kanagbaro,"PC 3",Sankan,IND,Tonkolili,,,,,PCMP,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6240,52664eaf-ea5b-4001-81e1-bdd4123039cd,"Lamin Sheriff",Lamin,,Sheriff,RUFP,Kenema,,,"Constituency 9",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6297,d97ea69a-12ab-4a7d-a6a3-e7dd005c7130,"Thomas Sheku Marah",Thomas,Sheku,Marah,APC,Koinadugu,,,,"Ward 153","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6331,1769ef86-5d9d-4e6c-ab39-279c27240bef,"John Fofanah",John,,Fofanah,RUFP,"Western Urban",,,"Constituency 99",,Parliamentary,2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6411,11039197-81b1-4fad-b20a-a6f744378cd8,"Fatmata Kamara",Fatmata,,Kamara,APC,"Port Loko",,,,"Ward 175","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
6443,11f76051-70cc-4bf4-b88f-e64e00112432,"Saidu Abass Bangura",Saidu,Abass,Bangura,APC,"Port Loko",,,,"Ward 191","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6470,13acc06a-4857-4cde-8b9b-fb74b92e5336,"Mohamed Bah",Mohamed,,Bah,PMDC,Bo,,,"Constituency 82",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6491,4b402d7e-054e-41ed-b629-1c3b28debfe1,"Francis Kabia",Francis,,Kabia,APC,Tonkolili,,,,"Ward 207","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6523,07063990-ffad-48a4-89fd-c725f35fed9c,"David Koroma",David,,Koroma,APC,Tonkolili,,,,"Ward 223","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6546,9dd97f40-e785-4999-bdfe-908473187843,"Edward Margao",Edward,,Margao,APC,Bo,,,"Constituency 85",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
6562,6affdf0a-0971-425f-9e80-6c50b94767ab,"Abu Daramy",Abu,,Daramy,RUFP,Bo,,,"Constituency 87",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7250,b9722489-26b6-4157-a914-67b9ca0cbae9,"Alice Kallon",Alice,,Kallon,APC,Kenema,,,,"Ward 58","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-1.png
7328,57445d1f-79b9-42f5-8dbb-82a250343a25,"Barkana Mambu",Barkana,,Mambu,SLPP,"Western Rural",,,,"Ward 329","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7353,bd4eb103-c8bb-4bd3-8440-eb86f7d9579e,"Samuel Ben Serry Mayler",Samuel,"Ben Serry",Mayler,IND,"Western Rural",,,,"Ward 331","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7385,43a76e2f-7aef-4c7e-a403-aa769337a6c6,"David Ken Kamara",David,Ken,Kamara,PMDC,"Western Rural",,,,"Ward 337","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7419,39ef0096-5929-47c0-8b30-d2b005776f0a,"Ibrahim M Barrie",Ibrahim,M,Barrie,CDP,"Western Rural",,,,"Ward 342","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7454,28d335a0-c076-45fb-a831-603a33ab6cc2,"Finda Gborie",Finda,,Gborie,SLPP,Kono,,,,"Ward 64","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-1.png
7495,126d86a9-5a63-4f35-b6bf-31e910da74ac,"Saidu Kamara",Saidu,,Kamara,SLPP,"Western Urban",,,,"Ward 349","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7546,517d5a24-463b-4294-b0ef-2241e9ae1ddf,"Sheku M. A. Fofana",Sheku,Fofana,M.A.,SLPP,Bo,,,,"Ward 230","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7595,b59a1880-15b3-4c5f-8387-3803e4926222,"Momoh Mansaray",Momoh,,Mansaray,PMDC,Bo,,,,"Ward 230","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7628,ae0a278b-aafe-426b-9bf8-d3a16144374e,"Noah W Conteh",Noah,W,Conteh,IND,"Western Urban",,,,"Ward 352","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7663,555c71ec-1780-4714-89e6-4cf1c75f72b9,"David Gborie",David,,Gborie,CDP,Kono,,,,"Ward 64","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7695,e3bf0d34-5434-4bf7-829a-de27f67c519c,"Tamba Sylvanus morsay",Tamba,Sylvanus,Morsay,SLPP,Kono,,,,"Ward 68","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7727,888182bb-287e-4c38-b8e4-299ae0702e60,"Kadie F. Banya",Kadie,F.,Banya,UDM,Bo,,,,"Ward 231","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
7758,4f1c624f-0501-44c2-811d-8169f72ce6fe,"Komba E M Lebbie",Komba,"E M",Lebbie,PMDC,Kono,,,,"Ward 79","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7792,96631533-dbcc-443f-b906-569445687490,"Jonathan Beckley",Jonathan,,Beckley,RUFP,Bo,,,,"Ward 232","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7817,eaef74f4-5d94-441d-af8a-cecfd1df443c,"Bintu Masellu",Bintu,,Masellu,NGC,Bo,,,"Constituency 88",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-1.png
7869,c28fb3ab-466d-4a28-8740-f034285b1532,"Anderson A Alfred",Anderson,A,Alfred,PMDC,Kono,,,,"Ward 83","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
7901,5a282fd2-d70d-4d23-be1e-8941b8301ae9,"Victoria James",Victoria,,James,APC,Bo,,,,"Ward 236","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
7931,26e88fc7-68d0-449a-aaf5-300e8a9e8868,"Jeneba Kamara",Jeneba,,Kamara,UDM,Bo,,,,"Ward 240","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
7966,3c7d78bf-00b4-4233-9d5c-fe89bdebe959,"Vandi Koroma",Vandi,,Koroma,APC,Bo,,,,"Ward 242","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8001,f62fd9ac-cb60-42ab-92e2-7cbd257fc55f,"Joseph A Kororma",Joseph,A,Koroma,UDM,"Western Urban",,,,"Ward 358","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8035,129b20df-92a7-4d84-81a3-bee72085feb1,"Abubakarr Jimmy",Abubakarr,,Jimmy,PMDC,Bo,,,,"Ward 245","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8067,d61da095-01f0-4820-833b-d351e04fc3d8,"Augustine Fomba",Augustine,,Fomba,APC,Bo,,,,"Ward 249","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8112,4af27df6-cca0-46be-a192-86f7905fd6b3,"Ahmed Ken Kamara",Ahmed,Ken,Kamara,APC,Pujehun,,,,,"District Chairperson",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8148,b3ed40bc-4cfe-46fb-9a44-983103635f1e,"Rebecca Kainesie",Rebecca,,Kainesie,SLPP,"Western Urban",,,,"Ward 363","Local Council",2007,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
8182,2f7e835c-99dc-44bb-b432-537fae31f861,"Shiaka Mansaray",Shiaka,,Mansaray,PMDC,Bo,,,,"Ward 255","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8224,df53fee2-df2f-4a94-a2ea-9216294de751,"Peter Sylvanus Sandy",Peter,Sylvanus,Sandy,PDP,"Western Urban",,,,"Ward 365","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8267,46d39d07-539b-4bff-9763-329f6399a250,"Martha Kerah",Martha,,Kerah,PMDC,"Western Urban",,,,"Ward 367","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
8307,72b20f7a-4409-4f1c-8d3d-4a8970e33d35,"Vandy P. Massaquoi",Vandy,P.,Massaquoi,PMDC,Bonthe,,,,"Ward 260","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8345,fedcf965-6b4d-4c0b-9973-44c7e8560c04,"Christopher Kargbo",Christopher,,Kargbo,RUFP,Bombali,,,,"Ward 90","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8376,b26ff6ec-9931-44fa-836a-41269da6d967,"Moses Sallu",Moses,,Sallu,APC,Bonthe,,,,"Ward 261","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8415,3e6e8143-e4e5-4f8a-a44c-2a1ff26b66d3,"Olu Thompson",Olu,,Thompson,PMDC,Bonthe,,,,"Ward 264","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8451,c43d16c2-ff12-48a8-9150-57e5c23cf7ce,"Joseph Adonija Charlie During",Joseph,"Charlie Adonija",During,PMDC,"Western Urban",,,,"Ward 377","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8484,37f05fb0-234f-4200-b5c0-40c7a20e318d,"Isha Haja Bangura",Isha,Haja,Bangura,UNPP,Bombali,,,,"Ward 91","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
8518,bee82fad-1dac-4930-a16f-3527fefca456,"Michael Roy Moses",Michael,Roy,Moses,PMDC,"Western Urban",,,,"Ward 380","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8593,edc4fb5e-2fba-442e-beab-d6156aba4a1c,"Sheku J. Ndanema",Sheku,J.,Ndanema,SLPP,Bonthe,,,,"Ward 260","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8625,7b4b58c4-85d9-4f92-b4b0-97b7a2c82eeb,"Senesie Mansaray",Senesie,,Mansaray,SLPP,Kenema,,,,,"District Chairperson",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8658,95cce7fa-0109-4c32-9e79-e155c56d7beb,"Mohamed Gbanabom Tarawalie",Mohamed,Gbanabom,Tarawalie,SLPP,Bombali,,,,"Ward 95","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8690,8e20ce34-a94b-4e41-a5db-dbe7dc72c0c0,"Mamawa Jabbie Foday",Mamawa,Jabbie,Foday,IND,Bonthe,,,,"Ward 279","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
8721,296ffb94-16af-454d-85b6-c22aede41799,"Olu Musa Nicol",Olu,Musa,Nicol,NDA,Moyamba,,,,"Ward 281","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8753,32d70380-a03c-48de-a7ba-56a8d8cab0e2,"Joseph Pambu",Joseph,,Pambu,PMDC,"Western Urban",,,,"Ward 387","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8784,2e3fe9de-7692-4fdc-b514-20b816e684b2,"Doyle Sao Gomoh Saidu",Doyle,"Sao Gomoh",Saidu,PMDC,Moyamba,,,,"Ward 284","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8816,534f1394-2ace-4fa5-bb99-34b9a95f024e,"Alie Munu",Alie,,Munu,RUFP,"Western Urban",,,,"Ward 391","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8849,6213f1fa-1ed0-4dc1-9505-924b04bdf3d1,"Mamade Conteh",Mamade,,Conteh,UDM,"Western Urban",,,,"Ward 393","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8884,c3769082-c3a3-4674-86ae-3e4ad2eed659,"Alicious Vandy",Alicious,,Vandy,SLPP,Moyamba,,,,"Ward 291","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8916,a29a8c33-c15b-432e-a782-e1b44905a15f,"John T. Coker",John,T.,Coker,APC,Moyamba,,,,"Ward 295","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8948,0c7f46d3-fcba-48d6-a95c-1a4a0a4802d9,"John B. Mahoi",John,B.,Mahoi,APC,Moyamba,,,,"Ward 300","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
8988,5888acaa-b84d-4bfd-b777-48dd937b3bc9,"Joseph Alfred Kanu",Joseph,Alfred,Kanu,SLPP,Bombali,,,,"Ward 99","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
9022,3826826b-1672-400a-8933-0255c94f06ef,"Kenneth Kokie Kokie Kuyembeh",Kenneth,Kokie,Kuyembeh,NDA,Pujehun,,,,"Ward 307","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
9054,0bb84fe9-8d6d-4a4a-9db6-aa02ac7aab7f,"John S. Nallo",John,S.,Nallo,PMDC,Pujehun,,,,"Ward 312","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
9094,b0141df9-7ea3-4066-a827-1a6dd4836737,"Fatmata Rogers",Fatmata,,Rogers,PMDC,Pujehun,,,,"Ward 315","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
9264,45417e64-7e5a-4d21-bd8d-998809a20d18,"Minah Conteh",Minah,,Conteh,APC,Pujehun,,,,"Ward 319","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
9341,e62c66f6-0915-41ed-b83b-596d29fedc85,"Prince Mannah Kpaka",Prince,Mannah,Kpaka,IND,Pujehun,,,,"Ward 323","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
9630,2e89deef-a208-443d-b00f-079c3a839c3f,"Ibrahim K Jalloh",Ibrahim,K,Jalloh,SLPP,"Western Rural",,,,"Ward 345","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
43,8ef684f3-ecb5-4441-8608-9bccbfcdef2c,"Abass Bundu",Abass,,Bundu,PPP,,,,,,Presidential,1996,"Abass Chernor Bundu (born 1948 in Gbinti, Port Loko District) is a Sierra Leonean politician, diplomat, and the current Speaker of the Sierra Leone House of Parliament, in office since April 25, 2018. Bundu was elected speaker by receiving 70 votes in Parliament. The main opposition the All People's Congress, which won the most seats in Parliament, boycotted the election process in protest and did not nominate a candidate for speaker Archived 26 April 2018 at the Wayback Machine. Bundu is a veteran politician, and a very close ally and personal friend of Sierra Leone""s president Julius Maada Bio
Before being elected speaker, Bundu was the northern regional chairman of the Sierra Leone People's Party (SLPP). He is one of the most senior and one of the most influential members of the ruling Sierra Leone People's Party
Bundu is the older brother of Ibrahim Bundu, a member of Parliament of the main opposition All People's Congress.
From 1989 to 1993, Bundu was the executive secretary of the Economic Community of West African States. Bundu was the head of several ministries in Sierra Leone, including Foreign Affairs and Agriculture. He was the presidential candidate of the now defunct Progressive People's Party (PPP) in the 1996 Sierra Leone presidential election, where he was defeated in the first round of voting after winning 2.9% of the votes.
Bundu holds a Bachelor of Laws degree from the Australian National University and both a Master of Laws and a PhD in International Law from the University of Cambridge in England.
Early lifeAbass Chernor Bundu was born in the rural town of Gbinti, Port Loko District in the Northern Province of Sierra Leone. Bundu was born into a prominent Bundu Family who are of Fula and Temne descents. Abass Bundu grew up in a deeply religious Muslim household and he is a devout Muslim.
EducationBundu attended the St. Andrews Secondary School in Bo, the Methodist Boys' High School in Freetown and the St. Edward's Secondary School also in Freetown. While in secondary school, Bundu was a very brilliant student and he was highly admired by his fellow students and teachers.
Immediately after secondary school, Bundu left Sierra Leone as a youth and moved abroad to further his education. He holds a Bachelor of Laws degree from the Australian National University and both a Master of Laws and a PhD in International Law from the University of Cambridge, England. He is also a Barrister-at-Law.
CareerBundu's numerous positions include Assistant Director of International Affairs and Consultant in Constitutional Law in the Commonwealth Secretariat in London from 1975–82; Executive Secretary of Economic Community of West African States (ECOWAS) from 1989–1993, the posts of Foreign Minister (1994–1995), Minister of Agriculture 1982–85; and Presidential candidate in the 1996 Presidential election in Sierra Leone. Bundu failed to garner much support in the election, gaining just under 30,000 votes or 2.9% of the national vote. He is an expert on West African affairs and a renowned expert on constitutional and international law. Bundu has written a critical analysis of the Civil War in Sierra Leone, Democracy by Force?
Opposition to President MomohIn 1991, Dr. Bundu strongly criticised President Joseph Saidu Momoh's government because of clauses their party wished to add to Sierra Leone's constitution. He was then forced to leave the All People's Congress (APC).
Dr. Bundu contested the 1996 elections as not democratically free and fair.
Presidential campaignIn 1996, Bundu formed his own political party and ran for president in Sierra Leone. His bid was unsuccessful.
Alleged corruption and exonerationIn 1996 Bundu was prosecuted for alleged illegal sale of Sierra Leone passports under the immigration investment programme. In October 2005 Government of Sierra Leone dropped the prosecution and publicly exonerated Bundu of any wrongdoing based on new evidence which, had it been available in 1996, would not have given rise to any prosecution.",/sites/default/files/2023-04/abass-bundu.png
84,3d1fc2e0-18bd-4127-9b06-6ac93cb32a37,"Samuel Sam-Sumana",Samuel,,Sam-Sumana,C4C,,,,,,Presidential,2018,"Alhaji Samuel Sidique Sam-Sumana (born April 7, 1962) is a Sierra Leonean politician who was the Vice President of Sierra Leone from September 17, 2007 to March 17, 2015. Sam-Sumana stood as the vice-presidential candidate of the All People's Congress (APC) in the 2007 presidential election, alongside presidential candidate Ernest Bai Koroma. The APC ticket defeated the Sierra Leone People's Party (SLPP) presidential candidate Solomon Berewa and vice presidential candidate Momodou Koroma. Sam-Sumana took office as Vice President on September 17, 2007.
On March 17, 2015, President Koroma sacked Sam-Sumana as Vice President on the grounds that he had abandoned his position and sought asylum in the United States Embassy in Freetown, and for not belonging to a political party [2][3][4][5] although it was reported by several local and international media that Sam-Sumana fled his residence fearing for his life, before soldiers had surrounded his house and disarmed his security team. The Sierra Leone government said Sam-Sumana was not in any danger and that soldiers only came to Sam-Sumana's house to rotate his security team [6]. President Ernest Bai Koroma sacked Sam-Sumana for also not belonging to a political party, though he was expelled from the APC party by the National Advisory Council of the All People's Congress on March 6, 2015. Sam-Sumana said his sacking by president Ernest Bai Koroma was unconstitutional and has appealed to the Sierra Leone Supreme Court.
The sacking of Sam-Sumana was described as unconstitutional by the main opposition Sierra Leone People's Party (SLPP), the Sierra Leone Labour Congress, which represent the country's trade union, and by the Sierra Leone Bar Association, which is made up of many of the country's lawyers.
The APC National Advisory Council expelled Sam-Sumana on accusations of Sam-Sumana allegedly giving false information about his Master's degree certificate; he was accused of allegedly instigating political violence in Kono District; was accused of allegedly trying to form a breakaway faction of a new political party; and was also accused of allegedly giving false information about his religion. Sam-Sumana denied all the allegations against him and has appealed his sacking as vice president. Sam-Sumana denied all the allegations against him; and described them as completely wrong and baseless .
Sam-Sumana served as the managing director of the United Diamond Mining Company based in Koidu Town, Kono District, Sierra Leone. He also served as the regional manager for C-12 International, a Texas based mining company engaged in diamond production in Sierra Leone, Guinea and Liberia.
Sam-Sumana is a devout Muslim and a member of the Kono ethnic group.[6] Sam-Sumana is married to Khadija Sam-Sumana. The couple resided in Minnesota in the United States, but returned to Freetown in 2007 when Sam-Sumana was named as running mate by opposition leader Ernest Bai Koroma on the ticket of the All People's Congress (APC).
Sam Sumana is now the Leader and flag bearer of the Coalition For Change or C4C, a progressive Political party in Sierra Leone. He will be contesting in the 2018 General elections of the Country on 7th March, 2018.",/sites/default/files/2023-04/samuel-sam-sumana.jpg
100,6e116e31-3fb8-43b1-999e-2d874404ee00,"Mohamed Kanneh",Mohamed,,Kanneh,IND,Kailahun,,,"Constituency 1",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
117,947401bc-1ff0-4ecf-981e-4d0db040b311,"Agnes Khaizzan",Agnes,,Khaizzan,C4C,Kailahun,,,"Constituency 4",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-female-profile-photo-2.png
133,4ddf15bd-64dc-442a-a18f-685488574d46,"Alie Dumbuya",Alie,,Dumbuya,APC,Kailahun,,,"Constituency 7",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
151,8f0562e9-9176-4d61-b480-cb67c60dd0cc,"Senesie Mustapha",Senesie,,Mustapha,APC,Kailahun,,,"Constituency 9",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
168,0be41e8a-b442-4c19-8806-425c46480a18,"Brima Lansana",Brima,,Lansana,APC,Kenema,,,"Constituency 12",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
185,74caef90-6cc3-469a-9e48-3dc564fef0f8,"Edward Nabieu",Edward,,Nabieu,C4C,Kenema,,,"Constituency 14",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
201,91f6bea7-d9e6-4ee8-b225-6ff55b36c4b5,"Brima Mansaray",Brima,,Mansaray,SLPP,Kenema,,,"Constituency 17",,Parliamentary,2018,"As a teacher, he has contributed immensely to developing human capital in Sierra Leone, especially the region he is from. This and another good attribute he has portrayed led the people of Constituency 017 to elect him as a Member of Parliament under the Sierra Leone Peoples (SLPP) party. Honourable Brima Mansaray is a good advocate in the House of Parliament and is a member of four Committees: the Human Rights Committee, Water Resources Committee, Local Government and Rural Development Committee and Tourism Committee.Honourable Brima Mansaray has identified Road Network and improved health facilities as constituency needs and is advocating in the House of Parliament to address these challenges his people face.",/sites/default/files/2023-04/hon_mansaray_Brima.jpg
217,1ad2271c-1fc8-4e5f-aa7c-cd797b7dd88c,"Mohamed Bockarie",Mohamed,,Bockarie,NDA,Kenema,,,"Constituency 20",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
233,8b80f72a-5974-4bf6-93de-8d5acff3e419,"Sahr Gbondo",Sahr,,Gbondo,SLPP,Kono,"Koidu-New Sembehun City",,"Constituency 22",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
249,ec863f27-5449-4bce-a7ea-3fc5b34066f6,"Andipore Suluku",Andipore,,Suluku,NGC,Kono,"Koidu-New Sembehun City",,"Constituency 25",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
297,30da7f12-9f64-4d69-96b5-e5b8244bc638,"Joseph Gando",Joseph,,Gando,SLPP,Kono,"Koidu-New Sembehun City",,"Constituency 29",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
322,fca4e8ae-9970-4d96-885d-a29baa03fc45,"Raymond Bamidele Thompson",Raymond,Bamidele,Thompson,CUPP,,,,,,Presidential,2002,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
340,1c930b22-d8d5-46b9-9420-febc7f388407,"Abdullrhaman Thullah",Abdullrhaman,,Thullah,C4C,Bombali,,,"Constituency 33",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
404,80fcd1ef-e26a-4ce7-832f-0a1c54d5260e,"Allieu Koroma",Allieu,,Koroma,APC,Bombali,,,"Constituency 36",,Parliamentary,2018,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
425,a611d235-1bfa-4255-bf6f-d784ac9e216f,"Fatmata Sannoh",Fatmata,,Sannoh,SLPP,Kailahun,,,,"Ward 102","Local Council",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
441,699b5045-88f9-4721-bbae-222d36ba1105,"Alusine Sesay",Alusine,,Sesay,APC,Tonkolili,,,,,"District Chairperson",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
457,9fb875a6-9f85-4212-b8b2-c4c3820c06ea,"Mohamed Alimamy Fofanah",Mohamed,Alimamy,Fofanah,APC,Moyamba,,,,,"District Chairperson",2012,,/sites/default/files/default_images/sloedp-ai-generated-male-profile-photo-2.png
